date,sentiment_score,avg_polarity,total_articles,positive,slightly_positive,slightly_negative,negative,positive_pct,slightly_positive_pct,slightly_negative_pct,negative_pct,bullish_pct,bearish_pct
2023-08-22,50.0,0.12467999999999999,10,2,7,1,0,20.0,70.0,10.0,0.0,90.0,10.0
2023-08-23,60.0,0.21227999999999997,10,5,4,0,1,50.0,40.0,0.0,10.0,90.0,10.0
2023-08-24,50.0,0.19422999999999999,10,5,3,1,1,50.0,30.0,10.0,10.0,80.0,20.0
2023-08-25,33.33333333333333,0.04563333333333334,6,2,2,2,0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,66.66666666666666,33.33333333333333
2023-08-26,21.428571428571427,0.0734142857142857,7,2,2,3,0,28.57142857142857,28.57142857142857,42.857142857142854,0.0,57.14285714285714,42.857142857142854
2023-08-27,45.0,0.15857000000000002,10,3,5,2,0,30.0,50.0,20.0,0.0,80.0,20.0
2023-08-28,45.0,0.11079000000000001,10,1,8,1,0,10.0,80.0,10.0,0.0,90.0,10.0
2023-08-29,65.0,0.19407000000000002,10,3,7,0,0,30.0,70.0,0.0,0.0,100.0,0.0
2023-08-30,50.0,0.13987,10,2,7,1,0,20.0,70.0,10.0,0.0,90.0,10.0
2023-08-31,20.0,-0.031099999999999996,10,1,6,2,1,10.0,60.0,20.0,10.0,70.0,30.0
2023-09-01,45.0,0.119,10,3,5,2,0,30.0,50.0,20.0,0.0,80.0,20.0
2023-09-02,0.0,-0.0386,2,0,1,1,0,0.0,50.0,50.0,0.0,50.0,50.0
2023-09-03,0.0,-0.05384,5,1,2,0,2,20.0,40.0,0.0,40.0,60.0,40.0
2023-09-04,30.0,0.10051999999999998,10,2,6,0,2,20.0,60.0,0.0,20.0,80.0,20.0
2023-09-05,35.0,0.10021,10,2,6,1,1,20.0,60.0,10.0,10.0,80.0,20.0
2023-09-06,-2.7777777777777777,-0.08528888888888887,18,1,9,4,4,5.555555555555555,50.0,22.22222222222222,22.22222222222222,55.55555555555556,44.44444444444444
2023-09-07,-22.5,-0.17619,20,1,8,3,8,5.0,40.0,15.0,40.0,45.0,55.00000000000001
2023-09-08,-29.166666666666668,-0.1930666666666667,12,1,4,1,6,8.333333333333332,33.33333333333333,8.333333333333332,50.0,41.66666666666667,58.333333333333336
2023-09-09,15.0,-0.016739999999999998,10,3,3,2,2,30.0,30.0,20.0,20.0,60.0,40.0
2023-09-10,20.0,-0.01346,10,2,5,1,2,20.0,50.0,10.0,20.0,70.0,30.0
2023-09-11,42.5,0.066875,20,5,12,1,2,25.0,60.0,5.0,10.0,85.0,15.0
